module_number,module_name,description
2520358,Übungen zu Portfolio and Asset Liability Management,
2520320,Panel Data,
2520321,Übungen zu Paneldaten,
2520500,Workshop on Economics,
2500012,Making and Evaluating Predictions,
2520406,Brown Bag Seminar,
2521303,Übung zu Financial Econometrics II,
2521302,Financial Econometrics II,
2521311,Predictive Modeling,
2521312,Predictive Modeling (Tutorial),
2500019,Tutorial in Microeconometrics,
2660015,Economics II : Macroeconomics,
2560283,Colloquium Master/Bachelor,
2520563,Seminar in Economic Theory III,
2520525,Introduction to Game Theory,
2520526,Übungen zu Einführung in die Spieltheorie,
2520535,Seminar in Economic Theory I,
2520536,Seminar in Economic Theory II,
2520537,Social Choice Theory,
2520539,Übung zu Social Choice Theory,
2560120,Public Revenues,
2560121,Übung zu Öffentliche Einnahmen,
2560130,Seminar Public Finance,
2560132,Termine nach Absprache,
2560133,Fundamentals of National and International Group Taxation,
2560236,Economics of Innovation,
2560237,Exercises of Economics of Innovation,
2560282,Seminar in economic policy,
2560280,Basic Principles of Economic Policy,
2560281,Exercises of Basic Principles of Economic Policy,
2560240,Methods in Economics,
2560551,Digital Markets and Mechanisms,
2560555,Seminar Lying and Cheating in Economic Decision Situations (Bachelor),
2560554,Seminar Lying and Cheating in Economic Decision Situations (Master),
2560400,Seminar in Macroeconomics I,
2500003,Macroeconomic Research Seminar,
2560548,Environmental and Ressource Policy,
2560298,Kolloquium Bachelor/Master/Doktoranden,
2560238,Industrial Organization,
2560239,Übung zu Industrieökonomie,
2500014,Predictive Mechanism and Market Design,
2500037,Übung zu Predictive Mechanism and Market Design,
2550554,Analysis of Multivariate Data,
2550555,Übung zu Multivariate Verfahren,
2560259,Organisation and Management of Development Projects,
2500009,Seminar in Economic Theory IV,
2500162,Computational Macroeconomics,
2500164,Übung zu Computational Macroeconomics,
2500163,The Digital Economy: Micro and Macro Perspective,
2560550,Digital Markets and Mechanisms,
2550043,Tutorials on Introduction to Operations Research I,
2550486,Tactical and operational SCM,
2550487,Übungen zu Taktisches und operatives SCM,
2550495,Operations Research in Health Care Management,
2550496,Übungen zu OR im Health Care Management,
2550490,Modellieren und OR-Software: Einführung,
2550488,Ereignisdiskrete Simulation in Produktion und Logistik,
2550494,Service Operations and Cyber Security,
2550470,Introduction to Stochastic Optimization,
2550471,Übung zur Einführung in die Stochastische Optimierung,
2550474,Rechnerübung zur Einführung in die Stochastische Optimierung Others (sonst.),
2550560,Spezielle Themen zu Statistik,
2550561,Fortgeschrittene Themen zu Statistik,
2550134,Global Optimization I,
2550136,Global Optimization II,
2550135,Exercise to Global Optimization I,
2550132,Seminar on Mathematical Optimization (MA),
2550140,Mixed-integer Programming II,
2550141,Exercise to Mixed-integer Programming II,
2500008,Computer Exercises on Introduction to Operations Research I,
2550131,Seminar on Methodical Foundations of Operations Research (BA),
2500033,Exercises for Graph Theory and Advanced Location Models,
2500050,Graph Theory and Advanced Location Models,
2511100,Modeling and Simulation,
2511101,Exercises Modeling and Simulation,
2511104,Advanced Topics in Digital Twins,
2511105,Exercises Advanced Topics in Digital Twins,
2511106,Nature-Inspired Optimization Methods,
2511107,Übungen zu Nature-Inspired Optimization Methods,
2511204,Process Mining,
2511205,Exercise Process Mining,
2511208,Software Quality Management,
2511209,Übungen zu Software-Qualitätsmanagement,
2511214,IT Project Management,
2511215,Exercise IT Project Management,
2511226,Applied Informatics - Mobile Computing,
2511227,Exercises Applied Informatics - Mobile Computing,
2511310,Semantic Web Technologies,
2511311,Exercises to Semantic Web Technologies,
2511450,Cooperative Autonomous Vehicles,
2511451,Exercise Cooperative Autonomous Vehicles,
2511456,Collective Perception in Autonomous Driving,
2511457,Exercise Collective Perception in Autonomous Driving,
2511502,Machine Learning 2 - Advanced Methods,
2511503,Exercises for Machine Learning 2 - Advanced Methods,
2511606,Knowledge-driven Artificial Intelligence,
2511607,Exercises to Knowledge-driven Artificial Intelligence,
2512204,Lab Realisation of innovative services (Bachelor),
2512205,Lab Realisation of innovative services (Master),
2512206,Lab Agentic AI im Smart IoT Office (Bachelor),
2512207,Lab Agentic AI im Smart IoT Office (Master),
2512500,Project Lab Machine Learning,
2512101,Seminar: From Physical Models to Digital Twins: A Data-Driven Simulation,
2513103,Seminar: Applications of Digital Twins (Master),
2513108,Seminar: New Trends in Artificial Intelligence Techniques for Noise Prediction,
2513109,Seminar: Data-driven Agent-based Modeling and Simulation (Master),
2513211,Seminar Business Information Systems (Master),
2513220,Seminar Intelligente Fahrzeugsysteme der nächsten Generation: Kognition,
2513221,Seminar Intelligente Fahrzeugsysteme der nächsten Generation: Kognition,
2513308,Seminar Knowledge Discovery and Data Mining (Bachelor),
2513309,Seminar Knowledge Discovery and Data Mining (Master),
2513310,Seminar Data Science & Real-time Big Data Analytics (Bachelor),
2513311,Seminar Data Science & Real-time Big Data Analytics (Master),
2513459,Seminar Vulnerable Road User Technologies (Master),
2513455,Seminar Machine Learning in Autonomous Driving (Master),
2513500,Cognitive Automobiles and Robots,
2513607,Seminar Knowledge Graphs and Large Language Models (Master),
2514021,Teamprojekt Softwareentwicklung,
2515100,Oberseminar: Systems,
2515201,Oberseminar: Betriebliche Informationssysteme,
2515202,Doktorandenseminar: Betriebliche Informationssysteme,
2515300,Oberseminar: Web Science,
2515301,Studentenkolloquium: Web Science,
2515450,Group Seminar Cooperative Autonomous Vehicles,
2515500,Oberseminar: Angewandte technisch-kognitive Systeme,
2515550,Oberseminar: Security,
2515600,Kolloquium Angewandte Informatik,
2515601,Graduiertenkolloquium Angewandte Informatik,
2519100,Sprechstunde Prof. Lazarova-Molnar Consultation-hour,
2519200,Sprechstunde Prof. Oberweis,
2519350,Sprechstunde Dr. Käfer,
2519450,Sprechstunde Prof. Vinel,
2519550,Sprechstunde Prof. Volkamer Consultation-hour,
9001009,Self- and Time Management,
9001010,Motivated Studying: Time and Learning Management in Higher Education,
9001013,Successful learning instead of bulimic learning - here's how!,
9001014,Exam Survival Guide,
9001016,Self-Management and Work & Study Techniques,
9001018,Self-Regulated Learning with App Support,
9001020,Self-Management with the Zurich Resource Model (ZRM®),
9001021,Online Course: Motivation - The Key to Effective Learning,
9001022,Understanding Motivation and Developing Motivational Competence,
9001025,Strategies to Overcome Procrastination,
9001030,Mindset as a failure/success factor: When our way of thinking can make the,
9001034,Using Appropriate Learning Strategies,
9001040,Emotional competence: Why all emotions are important and how we can learn to use,
9001043,Emotion regulation – How I Face Performance Pressure and Perfectionism in Studies,
9001044,You are enough! – Your high Self-Esteem in Studies,
9001045,Preparing for your Exams without Anxiety,
9001050,Introduction to Mindfulness Based Stress Reduction (MBSR),
9001051,Mindfulness Practice Day,
9001052,Mindfulness Practice Day,
9001056,Careful Handling of my Work-Load,
9001058,Between deadlines and taking a breather: Mindfulness - a tool to boost resilience in,
9001059,Mindful Minutes for Students,
9001060,Stressmanagement and Learning Skills,
9001061,Stress and Time Management,
9001072,Living Balance - An AOK-Program to Encourage Mental Health,
9002031,Introduction into Presentation Techniques,
9002032,Presentation Training for Informatics Master’s Students,
9002099,Successful Negotiation Strategies for Everyday Use,
9002101,Body Expression and Body Language,
9002103,Voice Coaching,
9002104,Vocal Training,
9002106,Having a Frog in the Throat – Fairy Tale or Problem? (Voice Related Problems and,
9002107,Speech Art and Arrangement – Effective Speech Expression,
9002230,Self-Confidence Training,
9002232,Presentation Training,
9002233,Speech and Presentation Training (Priority for International Students),
9002236,StoryTelling – And Everyone is Listening!,
9002237,Presenting with the "Elevator Pitch",
9002240,Confident in Your (Final)Presentation!,
9002351,Basic Communication Knowledge,
9002352,Get and Stay in Contact,
9002353,Appreciative Communication - Nonviolent Communication According to Rosenberg,
9002354,Slow Communication – More Focus,
9002356,Everywhere at Home – Basic Training in Global Competence (priority for members of,
9002361,To Master Verbal Attacks Confidently,
9002363,Conversation Training,
9002366,Communicating Limits – With a Good Feeling,
9002368,Conflict Management Compact,
9002480,From Lone Fighter to Group Expert – Group Dynamic and Team Interaction,
9002902,Presentation Training for Students of Geodesy and Geoecology - ENTRY CONDITION,
9003001,Using Creativity Effectively – Basis and Methods of Successful Creative Work,
9003005,Project Management for Informatics Master’s Students,
9003007,Teamwork for Architecture Students,
9003008,Interdisciplinary Team Collaboration (integrated in “Interdisciplinary Design of,
9003010,Online Collaboration & Agile Teamwork,
9003011,ARS REFLECTIONIS. Thinking and Acting Responsibly in Engineering,
9003012,ARS REFLECTIONIS. Thinking and Acting Responsibly in Engineering,
9003013,How (Gender) Stereotypes Affect our Scientific Career – And How we Can Cope with,
9003021,Data Literacy: An Introduction to Data Analyses and (Local) Language Models with R,
9003022,Data Literacy: Introduction to git,
9003023,Data Literacy: Advanced git,
9003025,Data Literacy: Introduction into Qualitative Research,
9003026,Data Literacy: Systematising Data - Understanding and Applying Techniques of,
9003027,Data Literacy: Escaping the Data Chaos! Basic Knowledge of Research Data,
9003029,Data Literacy: Developing and Implementing Online Surveys - A Basic Training,
9004012,The Drafting of Academic Works (Open to All Subjects),
9004019,Online Course: Good Research Practice,
9004020,Online Course: Collaborative Writing,
9004025,Online Course Writing and Textual Skills (german),
9004026,Researching and Writing with Text-Generating AI,
9004031,Scientific Writing in Natural and Engineering Sciences,
9004032,Scientific Writing and Honest Work with Text-Generating AI,
9004034,Information literacy for scientists,
9004038,Online Course: How to find academic literature,
9004051,LLM Literacy – Critical reflection and responsible use of AI in academic work,
9004060,Python-Art. How to Visualize with Python?,
9004061,Crash Course Academic Writing,
9004062,Crash Course Thesis and Text Generating AI,
9004063,Generative AI and Scientific Writing,
9004064,Good Scientific Prompting,
9004901,Scientific Writing (Computer Science),
9004904,Good Scientific Practice in Academic Project Work,
9005100,Living strengths instead of fixing weaknesses: Discovering character strengths,
9005105,Discovering strengths and potentials,
9005106,Discover your strengths,
9005107,Experience flow,
9005114,Shaping Change,
9005115,Suceed in Change,
9005123,My role in the team - A training in the high ropes course,
9005142,Resilient towards the end of your studies - a powerful start for your career,
9005207,Career Quick-Start: How to find the Ideal job?,
9005210,Find YOUR way! A Career Coaching (priority for International Students),
9005217,End of Studies and now? Develop ideas for the Future with Design Thinking,
9005250,Challenge accepted! Starting into the workforce with a plan,
9005275,Successful Action,
9005312,Acting purposefully: the practice of archery,
9005313,Leadership Doesn’t Have to Be Loud: Introversion as a Leadership Strength,
9005315,How To: Professional Conflict Management. A Training for Difficult Team Situations,
9005323,The Power of Growth Mindset – How our mindset influences our (leadership),
9005341,Lead and be led – An improvisation workshop to assess your own leadership role(s),
9005344,Leadership as Pilgrimage: Insights into Responsible Self- and Interpersonal,
9005345,Interactive Workshop Day: Leading together! Shaping Collaboration – Growing as a,
9005350,Coaching skills for impactful conversations and a strong leadership style,
9005394,Good leadership as a success factor in change processes (excursion seminar to,
9005396,Leadership as a Collaborative Task,
9005399,Dare to Lead! – Empowerment for your individual Leadership Style,
9005422,Problem or Opportunity? Discover your Individual Thinking Style,
9005430,Online course: Together against extremism: recognizing dangers,
9005431,Everyday discrimination: recognizing,
9005445,Voluntary Service,
9005446,Constructive Thinking – How we see the world,
9005447,Behind the scenes: meet engineers at KIT Campus Nord,
1130198,Health for all?! Health and illness in the focus of social inequality,
1130147,Mentoring Program "Baloo and You": Commitment to Educational Equity,
1130810,Philosophy of science for the curious,
1130759,Interdisciplinary Approaches to Sex and Gender,
1130064,Colloquium Fundamentale: With a raised index finger? When Morality Dominates,
1130206,Deconstructing unconscious bias into intercultural competence: A neurological,
1130710,Logic for democrats. A practical seminar,
1130248,Gender Basics. We read and discuss key texts on the gender debate,
1130730,What is Science—and what is not? Demarcation as the Key to Understanding,
1130432,Resilience in Times of Polycrisis: A Social Sciences Lens on Individual,
1130611,Scientific empowerment. What Do People Do with Science? What Does Science,
1130613,Scientific Literacy. What Do People Do with Science? What Does Science Do with,
1130662,Transforming Global Order(s)? International Relations of Climate and Energy,
1130713,Digitalization – Ideology – Society,
1130202,Systematic Sustainability Assessment of Energy Production. Is renewable the,
1130671,Data Literacy with Open Data. Create Value with Freely Available Data,
2400094,Ethics of IT,
1130784,The Debate on Bee Mortality. A Situational Analysis,
1130020,Climate Places Karlsruhe – Sustainable urban planning and regional climate,
1130552,Sustainable food systems,
1130478,National Parks: History,
1127322,Filmseminar Dream Factory: Emotion Cinema. Film Examples Offering Insights,
1127329,Film Theory & Film Analysis: A Practical Introduction for Thinking People,
1130236,Karlsruhe Tusculum: Socrates and the Turning Point of Thought – Practical,
1130308,Introduction to film,
1130437,Industrial architecture in Karlsruhe,
1130461,European cinema,
1140007,Lecture Series Music History 2: Music of the 17th and 18th Centuries,
1130602,Disinformation – risk for our society?,
1130850,The Female Gaze in World Cinema,
1130509,Science museums as places of science communication – basic theories,
1130701,Schauburg Film Seminar: The Emotional Intelligence of Films. Film Music,
1130422,Environmental Justice: How Do Power Relations Shape Environmental Conflicts?,
1130758,International Management. Practical Insights,
1130145,Transformation Processes in the Arab World. Socio-Geopolitical Dynamics of the,
1130237,Intercultural Competence – China and Germany,
1130138,Intercultural communications: USA and Germany,
1130612,Africa – Europe. Current Debates in a Complex Relationship,
1130332,Shaping Change: NGOs,
1130408,Europe and International Security: Global Challenges and Contemporary,
1130588,Democracy and Lies,
1130369,From Experience to Impact: Your Semester Abroad as a Resource for the Future,
1130406,I Will Survive! How to Deal with Culture Shock,
1130599,Paradigm of weapons of war: Origin,
1130603,World History of State and Law,
1129033,10 Reasons why You Should Draw. Freehand Drawing (Basic Skills and Exercises),
1130059,Speed Reading - read faster,
1130066,Speed Reading - read faster,
1130031,Improving your speech.Convincing by personality,
1130073,The Art of Persuasion. A Debating and Negotiating Workshop,
1130067,"Ask the right questions,
1130532,Deep Democracy Hands on. Discussing Politics and Science Controversially,
1130555,Digital Strategic Communication: PR,
1130405,Creative writing. Playfully explore new paths of thought and open a gateway to,
1130011,Introduction to the Game of Go: Theory and Practice,
1130021,Collegium musicum of the KIT,
1129030,Jazzchoir at KIT,
1129027,KIT Philharmonie,
1129024,Collegium musicum of the KIT,
1130027,KIT Big Band,
1130029,KIT Chamber Choir,
1130022,KIT Konzertchor,
1130025,KIT Chamber Orchestra,
1130023,KIT Symphony Orchestra,
1130028,Uni Tanzorchester am KIT,
1100005,Internationaler Chor,
1100003,KAmpus KApelle,
1130204,KIT Philharmonie,
1130733,Sinfonisches Blasorchester am KIT,
1130206,Deconstructing unconscious bias into intercultural competence: A neurological look,
1130432,Resilience in Times of Polycrisis: A Social Sciences Lens on Individual,
1127322,Filmseminar Dream Factory: Emotion Cinema. Film Examples Offering Insights into,
1130422,Environmental Justice: How Do Power Relations Shape Environmental,
1130064,Colloquium Fundamentale: With a raised index finger? When Morality,
1130611,Scientific empowerment. What Do People Do with Science? What Does,
1130613,Scientific Literacy. What Do People Do with Science? What Does Science Do,
1188005,Filmseminar zur Traumfabrik,
2901212,English A2: Elementary 2,
2901210,English A2: Elementary 1,
2901221,English B1: Engineering,
2901222,English B1: Intermediate 1,
2901223,English B1: Intermediate 2,
2901225,English in Everyday Situations B1,
2901224,English for Work B1,
2901262,English: Business Leadership B2-C1,
2901233,English B2: Upper Intermediate a,
2901234,English B2: Upper Intermediate b,
2901235,English B2: Upper Intermediate c,
2901231,English B2: Engineering,
2901237,English for Work B2,
2901232,English B2: Science & Technology,
2901236,English for Architects B2,
2901263,English for Architects B2-C1,
2901261,English: Grammar Workshop,
2901268,International English Test Preparation b,
2901267,International English Test Preparation a,
2901241,English C1: Advanced a,
2901242,English C1: Advanced b,
2901243,English C1: Advanced c,
2901246,English: Scientific Writing C1,
2901244,English for Engineers C1,
2901245,English for Work C1,
2901264,English for Architects C1-C2,
2901265,English with TED Talks,
2901251,English C2: Proficiency 1,
2901252,English C2: Proficiency 2,
2901254,English for Innovative Engineering C2,
2901253,English: Scientific Writing C2,
2902211,French 1a,
2902212,French 1b,
2902213,French 1c,
2902214,French 1d,
2902215,French 1e,
2902216,French 1f,
2902221,French 2a,
2902222,French 2b,
2902223,French 2c,
2902230,siehe Homepage Sprachenzentrum,
2902260,siehe Homepage Sprachenzentrum,
2902289,French / Grammar B1,
2902271,French / Ready to go to France! A,
2902272,French / Ready to go to France! B,
2902273,French / Conversations about Society,
2902275,Französisch / French with Quiz and Discussions on General Knowledge Topics,
2902296,French / I speak French !,
2902297,French in Games,
2906221,Spanisch 2a,
2906222,Spanisch 2b,
2906223,Spanisch 2c,
2906224,Spanisch 2d,
2906225,Spanisch 2e,
2906226,Spanisch 2f,
2906231,Spanisch 3a,
2906232,Spanisch 3b,
2906233,Spanisch 3c,
2906241,Spanisch 4a,
2906242,Spanisch 4b,
2906240,Spanisch rápido 2,
2906251,Spanisch 5a,
2906252,Spanisch 5b,
2906261,Spanisch 6a,
2906262,Spanisch 6b,
2906260,Spanisch rápido 3,
2906291,Español para Estudiar,
2906250,Spanisch Intensiv B1.1,
2906295,Spanisch Mejora tu habla,
2906271,Spanisch 7a,
2906272,Spanisch 7b,
2906281,Spanisch 8,
2906292,Spanisch Temas de actualidad y Cultura,
2906294,Spanisch Voces del Mundo Hispano,
2907211,Arabisch 1,
2907220,Arabisch 2,
2907230,Arabisch 3,
2908211,Chinesisch 1a,
2908212,Chinesisch 1b,
2908213,Chinesisch 1c,
2908214,Chinese 1d,
2908221,Chinesisch 2a,
2908222,Chinesisch 2b,
2908230,Chinesisch 3,
2908240,Chinesisch 4,
2908250,Chinese 5,
2910211,German Sign Language 1a,
2910212,German Sign Language 1b,
2910213,German Sign Language 1c,
2910220,German Sign Language 2,
2910230,German Sign Language 3,
2916211,Korean 1a,
2916212,Korean 1b,
2916213,Korean 1c,
2903212,Italienisch 1b,
2903211,Italienisch 1a,
2903214,Italienisch 1d,
2903213,Italienisch 1c,
2903215,Italienisch 1e,
2903216,Italienisch 1f,
2903221,Italienisch 2a,
2903222,Italienisch 2b,
2903231,Italienisch 3a,
2903232,Italienisch 3b,
2903240,Italienisch 4,
2909211,Japanisch 1a,
2909212,Japanisch 1b,
2909213,Japanisch 1c,
2909214,Japanisch 1d,
2909215,Japanisch 1e,
2909216,Japanisch 1f,
2909221,Japanisch 2a,
2909222,Japanisch 2b,
2909223,Japanisch 2c,
2909231,Japanisch 3,
2909240,Japanisch 4,
2909250,Japanisch 5,
2905220,siehe Homepage Sprachenzentrum,
2912210,Polnisch 1,
2912220,Polnisch 2,
2904211,Portugiesisch 1 (A1.1),
2904220,Portugiesisch 2 (A1.2),
2904240,Portugiesisch 4 (B1),
2913211,Russisch 1a,
2913212,Russisch 1b,
2913213,Russisch 1c,
2913221,Russisch 2,
2913230,Russisch 3,
2913240,Russisch 4,
2914211,Schwedisch 1a,
2914212,Schwedisch 1b,
2914220,Schwedisch 2,
2915210,Türkisch 1,
2915220,Türkisch 2,
3223137,Analysis II (MINT-Kolleg),
3223138,Analysis II (MINT-Kolleg) Zusatzübung,
3223101,(Höhere) Mathematik I a,
3223102,(Höhere) Mathematik I a Zusatzübung,
3223104,Mathematik I d,
3223105,(Höhere) Mathematik I e,
3223141,(Höhere) Mathematik I für internationale Studierende,
3223111,(Höhere) Mathematik II a1,
3223112,(Höhere) Mathematik II a2,
3223113,(Höhere) Mathematik II a Zusatzübung,
3223114,(Höhere) Mathematik II b,
3223115,(Höhere) Mathematik II b2,
3223128,(Höhere) Mathematik III b,
3223118,(Höhere) Mathematik III b2,
3223116,(Höhere) Mathematik II b Zusatzübung,
3223117,(Höhere) Mathematik II c,
3223124,(Höhere) Mathematik II c Zusatzübung,
3223119,(Höhere) Mathematik II e1,
3223133,(Höhere) Mathematik II e2,
3223140,(Höhere) Mathematik II e3,
3223120,(Höhere) Mathematik II e Zusatzübung,
3223121,Mathematik II f1,
3223134,Mathematik II f2,
3223136,Mathematik II f3,
3223142,Mathematik II f4,
3223122,Mathematik II f Zusatzübung,
3223123,Mathematik II g,
3223145,Mathematik II g Zusatzübung,
3223130,Mathematik II h,
3223144,Mathematik II h Zusatzübung,
3223108,Lineare Algebra I e/m1,
3223135,Lineare Algebra I e/m2,
3223139,Lineare Algebra I e/m3,
3223109,Lineare Algebra I e/m Zusatzübung,
3223125,Lineare Algebra II e1,
3223126,Lineare Algebra II e2,
3223129,Lineare Algebra II e3,
3223127,Lineare Algebra II e Zusatzübung,
3223131,Lineare Algebra II m,
3223132,Lineare Algebra II m Zusatzübung,
3223201,Informatik a/f/h (Grundlagen Java),
3223203,Course (Ku),
3223301,Physik 1 a,
3223302,Physik 2 a,
3223406,Werkstoffkunde (MINT),
3223501,Technische Mechanik I a (MINT-Kolleg Kurs),
3223503,Technische Mechanik I Zusatzübung (MINT-Kolleg Kurs),
3223507,Technische Mechanik I d (MINT-Kolleg Kurs),
3223505,Technische Mechanik I f (MINT-Kolleg Kurs),
3223508,Technische Mechanik I f2 (MINT-Kolleg Kurs),
3223502,Technische Mechanik Festigkeitslehre c (MINT-Kolleg Kurs),
3221101,topMINT-Orientierungssemester: Mathematik,
3221201,topMINT-Orientierungssemester: Informatik,
3221301,topMINT-Orientierungssemester: Physik,
3221401,topMINT-Orientierungssemester: Chemie,
3200047,topMINT-Vortragsreihe "MINT-Studiengänge des KIT stellen sich vor",
2713510,Prüfung (PR),
2700039,A 1.1-4a German Language Course A 1.1,
2700021,A 1.1-4b German Language Course A 1.1,
2700026,A1.1-4c German Language Course A1.1,
2700046,A1.1-4d Allgemeinsprachlicher Deutschkurs A1.1,
2700044,A 1.1-4e German Language Course A 1.1,
2700047,A 1.1-4f German Language Course A 1.1,
2700031,A1-8a German Language Course A1,
2700032,A1-8b German Language Course A1,
2711603,A1-8c Allgemeinsprachlicher Deutschkurs A1,
2721602,A 1.2-4a German Language Course A1.2,
2700024,A1.2-4b German Language Course A 1.2,
2700048,A 1.2-4c German Language Course A1.2,
2721604,A2.1-4a German Language Course A2.1,
2700018,A2.1-4b Allgemeinsprachlicher Deutschkurs A2.1,
2721605,A2.2-4 German Language Course A2.2,
2721606,A2-8a German Language Course A2,
2721703,B1.1-4a German Language Course B 1.1,
2700025,B 1.1-4b German Language Course B 1.1,
2721704,B1.2-4a German Language Course B1.2,
2700019,B1.2-4b Allgemeinsprachlicher Deutschkurs B1.2,
2721705,B1-8 German Language Course B1,
2721706,B2.1-4a German Language Course B2.1,
2700027,B2.1-4b German Language Course B 2.1,
2721707,B2.2-4a German Language Course B2.2,
2700041,B2.2-4b German Language Course B2.2,
2721708,B2-8 German Language Course B2,
2721801,C1.1-4 German Language Course C1.1,
2700005,D204 Prüfungsvorbereitungskurs: Digitaler TestDaF,
2721210,T1a: Informatik,
2721110,T1a: Mathematik,
2721115,T1a: Mathematik Tutorium,
2721310,T1a: Physik,
2721315,T1a: Physik Tutorium,
2721140,T1a: Deutsch,
2721411,T1b: Chemie,
2721511,T1b: Deutsch,
2721111,T1b: Mathematik,
2721116,T1b: Mathematik Tutorium,
2721311,T1b: Physik,
2721316,T1b: Physik Tutorium,
2721220,T2a: Informatik,
2721120,T2a: Mathematik,
2721125,T2a: Mathematik Tutorium,
2721320,T2a: Physik,
2721530,T2a: Deutsch,
2721421,T2b: Chemie,
2721521,T2b: Deutsch,
2721121,T2b: Mathematik,
2721126,T2b: Mathematik Tutorium,
2721321,T2b: Physik,
2721222,T2c: Informatik,
2721127,T2c: Mathematik Tutorium,
2721322,T2c: Physik,
2700034,T2c: Deutsch,
2700035,T2c: Mathematik,
2721423,T2d: Chemie,
2721523,T2d: Deutsch,
2721123,T2d: Mathematik,
2721118,T2d: Mathematik Tutorium,
2721323,T2d: Physik,
2721130,Practical course (P),
2721230,Practical course (P),
0200001,KIT Career Fair May 19.-20. 2026,
0200076,JOBTalk Semiconductors in Europe,
0200002,JOBTalk Systems engineering,
0200003,JOBTalk Cybersecurity,
0200004,JOBTalk Climate adaptation,
0200005,JOBTalk AI & Machine Learning,
0200006,KIT Career Fair May 19.-20. 2026,
0200007,How can I feel confident in an assessment-centre?,
0200009,Ready for your job interview: tips and tricks to help you prepare,
0200008,Successful applying: tips and tricks for starting your career,
0200015,The perfect start: How to write and optimise your application documents,
0200010,Application Photoshooting,
0200011,Application Photoshooting,
0200012,Application Photoshooting,
0200018,Application and career advice,
0200013,Application and career advice,
0200014,Application and career advice,
0200016,Application and career advice,
0200017,Application and career advice,
0200019,Application and career advice,
0200021,Application Café,
0000001,Information session Leadership Talent Academy,
0200022,Application Café,
0200023,Application Café,
0200024,Application Café,
0200025,Application Café,
0200026,From university to job – Which profession is actually right for me?,
0200027,Well prepared for salary negotiations: Confidently achieve your desired salary,
0200028,Successful networking: your key to professional success,
0200029,KIT Female Power Hour: Book Club in the Park,
0200030,KIT Female Power Hour: Rethink Nature,
0200031,Ready for the KIT Career Fair,
0200032,Choose Your Direction in the German Job Market 2026-2027,
0200033,Working in Germany: Culture,
0200034,Make the Most of the KIT Career Fair: Your Strategy for Success,
0200035,Make yourself visible: Position Yourself Clearly and Take Control of Your Career Start in,
0200036,Professional Networking: Stand Out at the KIT Career Fair,
0200037,Self-Empowerment: Discover Your Strengths and Inner Resources for Your Career,
0200038,From KIT Career Fair to Job Success in Germany,
0200039,Build a Strong LinkedIn Profile and Become Visible,
0200040,Getting Started with Job Applications in Germany,
0200041,Applying in Germany: Strategy,
0200042,Use LinkedIn to Find Jobs and Communicate Strategically,
0200043,Job Interviews in Germany: What to Expect and How to Prepare,
0200044,Master Your Job Interview in Germany: Practice,
0200045,Master Your Job Interview in Germany: Practice,
0200046,Guided KIT Career Fair Tour: Approach Employers with Confidence (Day 1),
0200047,Guided KIT Career Fair Tour: Approach Employers with Confidence (Day 2),
0200048,Start your Career in the Karlsruhe Technology Region,
0200049,Career Day Civil engineering,
0200050,Career Day Computer Science,
0200051,Job Interviews: Rock your digital performance,
0200052,Decode German Working Culture: Values and Workplace Expectations,
0200053,Communicating Effectively in the German Workplace,
0200055,Job prospects after graduation: The job market for KIT graduates,
0200056,Others (sonst.),
0200057,International Background in the German Job Market: Rights,
0200058,Career Opportunities in the Karlsruhe TechnologyRegion,
0200059,Working with German and International Colleagues: Teamwork Across Cultures,
0200060,Others (sonst.),
0200062,Confident Salary Negotiation – Know Your Value in the German Job Market,
0200004,JOBTalk Climate adaptation,
0200035,Make yourself visible: Position Yourself Clearly and Take Control of Your Career,
0200044,Master Your Job Interview in Germany: Practice,
0200045,Master Your Job Interview in Germany: Practice,
0200061,Alumni Insights: Job Orientation & Tips for Computer Scientists,
0200054,Alumni Insights: Job Orientation & Tips for Construction,
5011002,Computational Social Science: Topics and positions in the German Parliament,
5011018,Computational Social Science: Topics and positions in the German Parliament,
3300003,Introduction to High Performance Computing,
